city,price,area,house type,rooms,bars,furniture,lift,parking,air condition
בת ים,2000000,42,דירה,2,0,1,1, חניה משותפת, בחדרים ובסלון
אור עקיבא,3200000,226,וילה,9,1,1,0, פרטית - מקורה, בחדרים ובסלון
ירושלים,1950000,100,דירה,4,1,1,1, פרטית - מקורה, אין
פרדס חנה - כרכור,2200000,199,פנטהאוז,5,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
קרית אתא,785000,90,דירה,4,1,1,0, חניה משותפת, מיזוג מרכזי
רחובות,1680000,110,דירה,4,0,1,0, ברחוב, בחדרים ובסלון
ראשון לציון,2270000,80,דירה,3.5,1,0,1, פרטית - לא מקורה, מיזוג מרכזי
ראשון לציון,1550000,85,דירה,4,1,1,0, פרטית - לא מקורה, אין
פתח תקווה,1385000,80,דירה,3,1,1,0, חניה משותפת, בחדרים ובסלון
ראשון לציון,1680000,100,דירה,4,0,1,1, פרטית - לא מקורה, בחדרים ובסלון
ירושלים,2280000,80,דירה,4,1,1,1, חניה משותפת, מיזוג מרכזי
פתח תקווה,2360000,130,דירה,4.5,1,1,1, פרטית - לא מקורה, בחדרים ובסלון
חולון,2550000,125,דירה,5,0,1,1, פרטית - לא מקורה, בסלון
ראשון לציון,2280000,110,דירה,5,0,0,1, פרטית - מקורה, בחדרים ובסלון
נתניה,2750000,195,פנטהאוז,4.5,1,1,1, פרטית - מקורה, בחדרים ובסלון
מגדל העמק,1060000,103,דירה,4,0,1,1, פרטית - לא מקורה, מיני מרכזי
רמת ישי,2050000,210,דו משפחתי,6,1,0,0, פרטית - לא מקורה, בחדרים ובסלון
נתניה,1690000,100,דירה,4,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
נתניה,900000,76,דירה,3,1,1,0, חניה משותפת, בחדרים ובסלון
חולון,1670000,92,דירה,4,1,1,0, אין, בחדרים ובסלון
יהוד מונוסון,2200000,117,דירה,4,0,1,1, פרטית - מקורה, בחדרים ובסלון
חולון,1630000,78,דירה,3,0,0,0, אין, בחדרים ובסלון
נתניה ,3150000,153,דירה,6,1,0,1, פרטית - מקורה, מיזוג מרכזי
באר שבע,1450000,147,דירה,4.5,1,0,1, פרטית - מקורה, מיזוג מרכזי
מודיעין עילית,1550000,75,דירה,3,1,0,1, ברחוב, בחדרים ובסלון
באר שבע,540000,70,דירה,3,1,0,0, ברחוב, בחדרים ובסלון
ירושלים,2100000,60,דירה,3,0,0,1, פרטית - מקורה, בסלון
צפת,950000,80,דירה,4,1,1,0, אין, בחדרים ובסלון
עמנואל,680000,130,דירת גן,5,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
שוהם,3850000,250,פנטהאוז,5,0,1,1, פרטית - מקורה, מיזוג מרכזי
הרצליה,22000000,420,בית פרטי,5,0,1,1, ברחוב, מיזוג מרכזי
נתניה,4650000,0,דו משפחתי,6,1,0,0, פרטית - לא מקורה, בחדרים ובסלון
באר שבע,1750000,500,בית פרטי,4,1,0,0, פרטית - מקורה, בחדרים ובסלון
הרצליה,37000000,970,וילה,10,0,0,1, פרטית - לא מקורה, מיזוג מרכזי
עכו,2600000,475,וילה,6,0,1,0, פרטית - מקורה, בחדרים ובסלון
גבעת שמואל,2290000,114,דירה,4.5,1,0,1, פרטית - לא מקורה, מיזוג מרכזי
פתח תקווה,1690000,100,דירה,3.5,0,0,1, ברחוב, בחדרים ובסלון
אבני חפץ,1100000,110,דירת גג,5,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
אשקלון,2240000,240,בית פרטי,7,0,1,0, פרטית - מקורה, אין
אשקלון,3300000,400,בית פרטי,4.5,1,1,0, חניה משותפת, בחדרים ובסלון
הוד השרון,3699000,210,דו משפחתי,7,0,0,0, אין, אין
רמת גן,2250000,85,דירה,4,0,0,1, חניה משותפת, בחדרים ובסלון
בית שאן,0,74,דירה,3,0,1,0, רחבה ציבורית, בחדרים ובסלון
רעננה,2500000,125,דירה,5,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
רחובות,2390000,121,דירה,5,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
באר שבע,615000,60,דירה,3,1,1,0, אין, בחדרים ובסלון
ירושלים,2,97,דירה,1,1,1,0, פרטית - מקורה, בחדרים ובסלון
עכו,1190000,100,דירה,4,1,1,1, פרטית - לא מקורה, מיזוג מרכזי
טירת כרמל,1300000,106,דירה,4,1,0,1, פרטית - לא מקורה, מיזוג מרכזי
אשקלון,1200000,95,דירה,4,0,0,1, פרטית - מקורה, בחדרים ובסלון
נתניה,1210000,60,דירה,3,0,0,0, אין, בחדרים ובסלון
חולון,2800000,268,בית פרטי,3,0,0,0, אין, בחדרים ובסלון
ירושלים,1750000,90,דירה,5,1,1,0, ברחוב, בחדרים ובסלון
באר שבע,880000,83,דירה,3,0,1,0, חניה משותפת, בסלון
חיפה,880000,90,דירת גג,3.5,0,1,0, אין, בחדרים ובסלון
ירושלים,1450000,58,דירה,3,0,0,0, אין, בסלון
נהריה,685000,50,דירה,3,1,0,0, רחבה ציבורית, אין
ורדון,2500000,175,וילה,5,0,0,0, אין, בחדרים ובסלון
הרצליה,22000000,420,וילה,4,0,1,1, ברחוב, מיזוג מרכזי
ירושלים,300000,0,דירה,3,1,0,0, חניה משותפת, אין
תל אביב יפו,1950000,97,דירה,3.5,0,1,0, חניה משותפת, בחדרים ובסלון
עפולה,650000,85,דירת גג,3.5,1,1,0, חניה משותפת, בסלון
חיפה,590000,68,דירה,2.5,0,1,0, אין, אין
חריש,1200000,103,דירה,4,0,0,1, פרטית - לא מקורה, מיני מרכזי
נהריה,880000,88,דירה,3,0,1,1, פרטית - לא מקורה, בחדרים ובסלון
נופים,2100000,500,דו משפחתי,6,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
נהריה,880000,88,דירה,3,0,1,1, אין, אין
כרמיאל,1690000,175,פנטהאוז,5.5,0,1,0, אין, מיני מרכזי
קרית מוצקין,1650000,114,דירה,5,0,0,1, פרטית - מקורה, מיני מרכזי
רמת גן,2500000,140,דירת גן,3,0,0,1, פרטית - לא מקורה, מיזוג מרכזי
Tנהריה,880000,88,דירה,3,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
חולון,1620000,75,דירה,3,0,0,0, אין, אין
תל אביב יפו,2390000,80,דירה,3,0,0,1, חניה משותפת, בחדרים ובסלון
בית שאן,520000,80,דירה,3,0,0,0, אין, בחדרים ובסלון
תל אביב יפו,1990000,70,דירה,3,0,1,1, אין, אין
חיפה,1480000,90,דירה,4,1,1,0, פרטית - לא מקורה, בחדרים ובסלון
באר שבע,920000,73,דירה,4,1,0,0, אין, בחדרים ובסלון
ירושלים,2085000,101,דירה,4,1,0,1, פרטית - מקורה, בחדרים ובסלון
פתח תקווה,1300000,86,דירה,3,0,0,0, חניה משותפת, בחדרים ובסלון
כפר סבא,450000,28,דירה,2,0,0,0, אין, אין
נשר,2750000,146,דירת גן,5,1,0,0, ברחוב, מיזוג מרכזי
אבן יהודה,700000,43,דירת גן,2,0,1,0, חניה משותפת, מיזוג מרכזי
ירושלים,2250000,120,דירה,4,0,1,1, פרטית - מקורה, בחדרים ובסלון
תל מונד,4100000,602,מגרש למגורים,1,0,0,0, אין, אין
ירושלים,1970000,95,דירה,4.5,1,0,0, אין, בחדרים ובסלון
באר שבע,1500000,147,דירה,4.5,1,0,1, פרטית - מקורה, מיזוג מרכזי
אשדוד,2290000,170,דירה,4.5,1,0,1, פרטית - מקורה, מיזוג מרכזי
רמת גן,2199000,85,דירה,4,0,0,1, פרטית - מקורה, בחדרים ובסלון
יבנה,3100000,137,דירה,6,0,0,1, פרטית - לא מקורה, מיני מרכזי
יבנה,3250000,137,דירה,6,1,0,1, פרטית - לא מקורה, מיני מרכזי
ראשון לציון,1600000,102,דירה,3.5,0,1,0, אין, בחדרים ובסלון
ראשון לציון,2950000,115,פנטהאוז,4,1,1,1, פרטית - מקורה, בחדרים ובסלון
ירושלים,1820000,100,דירה,4,0,0,1, פרטית - מקורה, בחדרים ובסלון
אור יהודה,1690000,120,דירה,5,0,1,0, אין, בחדרים ובסלון
רעננה,2375000,110,דירה,4,0,1,1, אין, מיני מרכזי
תל אביב יפו,2600000,50,דירה,2,0,0,1, פרטית - מקורה, מיזוג מרכזי
ירושלים,1800000,98,דירה,4,0,0,0, אין, בחדרים ובסלון
יהוד מונוסון,2450000,108,דירה,4,1,0,1, פרטית - מקורה, בחדרים ובסלון
נתניה,1650000,96,דירה,3,0,1,1, פרטית - מקורה, בחדרים ובסלון
אשקלון,1050000,87,דירה,4,0,1,0, אין, בחדרים ובסלון
לימן,5500000,18000,נחלה,1,0,0,0, אין, אין
אשדוד,350000,300,מגרש למגורים,1,0,0,0, אין, אין
ירושלים,3700000,160,דופלקס,6,0,1,0, פרטית - מקורה, בחדרים ובסלון
אלעד,2000000,126,דירה,4.5,1,0,1, פרטית - לא מקורה, מיזוג מרכזי
בת ים,1390000,80,דירה,3,0,0,0, חניה משותפת, בחדרים ובסלון
צפת,1050000,90,דירה,5,0,1,0, רחבה ציבורית, בחדרים ובסלון
נוגה,1250000,500,מגרש למגורים,1,0,0,0, אין, אין
באר שבע,1500000,147,דירה,4.5,1,0,1, פרטית - מקורה, מיזוג מרכזי
אשקלון,1370000,112,דירה,4,1,0,1, פרטית - לא מקורה, בחדרים ובסלון
טבריה,950000,105,דירה,4,0,1,1, ברחוב, בחדרים ובסלון
תל אביב יפו,4400000,85,דירה,4,1,0,0, אין, בחדרים ובסלון
נהריה,2600000,150,בית פרטי,6,0,0,0, פרטית - מקורה, אין
אור יהודה,1800000,120,דירה,4,1,0,1, פרטית - לא מקורה, בחדרים ובסלון
נתניה,1350000,87,דירה,3.5,1,1,0, ברחוב, בחדרים ובסלון
הרצליה ,3400000,100,דו משפחתי,4.5,1,0,0, פרטית - מקורה, בחדרים ובסלון
אשקלון,1500000,120,דירה,4,0,1,1, פרטית - לא מקורה, מיני מרכזי
באר שבע,1500000,147,דירה,4.5,1,0,1, פרטית - מקורה, מיזוג מרכזי
אשקלון,1410000,130,דירה,5,0,0,1, פרטית - לא מקורה, מיני מרכזי
אשקלון,1700000,78,בית פרטי,3,0,0,0, ברחוב, בסלון
ראשון לציון,1540000,92,דירה,3.5,0,0,0, אין, בחדרים ובסלון
ראשון לציון,1550000,90,דירה,3.5,0,0,0, אין, בחדרים
ראשון לציון,1650000,90,דירה,4,1,0,0, פרטית - מקורה, בחדרים
בת ים,1550000,80,דירה,3.5,1,1,0, אין, בחדרים ובסלון
דימונה,465000,80,דירה,3,0,1,0, אין, בחדרים ובסלון
גבעת עדה,4010000,170,בית פרטי,5.5,1,0,0, פרטית - מקורה, בחדרים ובסלון
פתח תקווה,1380000,67,דירה,2.5,0,0,0, אין, בחדרים ובסלון
קרית מוצקין,890000,68,דירה,3,0,1,0, חניה משותפת, בחדרים ובסלון
ירושלים,2520000,100,דירה,4,1,0,1, רחבה ציבורית, מיני מרכזי
רמלה,1260000,95,דירה,4,0,0,0, אין, בחדרים ובסלון
קרית ארבע,800000,99,דירה,4,1,0,0, ברחוב, בחדרים
באר שבע,870000,95,דירה,4,1,1,0, חניה משותפת, בחדרים ובסלון
חריש,1750000,218,דירת גן,5,0,0,1, פרטית - לא מקורה, בסלון
ירושלים,3250000,115,דירה,5,1,0,0, חניה משותפת, מיני מרכזי
טירת כרמל,1690000,130,דירה,5,0,0,1, פרטית - מקורה, מיזוג מרכזי
באר יעקב,2050000,124,דירה,4,1,1,1, פרטית - לא מקורה, מיני מרכזי
אור עקיבא,1795000,125,מיני פנטהאוז,4,1,1,1, פרטית - לא מקורה, בחדרים ובסלון
רחובות,2200000,108,דירה,4,0,0,1, פרטית - מקורה, מפוצל
תל אביב יפו,0,50,דירה,3,0,0,1, פרטית - מקורה, בחדרים ובסלון
פתח תקווה,1860000,102,דירה,4.5,1,0,1, פרטית - לא מקורה, מיני מרכזי
חולון,1560000,67,דירה,3,1,0,0, אין, בחדרים ובסלון
מעלה אדומים,2070000,230,דירה,7,1,0,0, חניה משותפת, בחדרים ובסלון
אשקלון,2600000,170,פנטהאוז,5,0,1,1, פרטית - מקורה, בחדרים ובסלון
מבשרת ציון,3100000,140,דירה,5,0,0,1, פרטית - מקורה, בחדרים ובסלון
אילת,960000,86,דירה,3.5,0,0,0, אין, בחדרים ובסלון
רמלה,1390000,88,דירה,3.5,1,1,1, פרטית - לא מקורה, בחדרים ובסלון
קציר,10000,513,בית פרטי,7,0,1,0, פרטית - לא מקורה, בחדרים ובסלון
תל אביב יפו,4900000,160,דופלקס,4,0,1,1, פרטית - מקורה, מיזוג מרכזי
רמת גן,3240000,112,דירה,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
רמלה,1230000,78,דירה,3.5,1,1,1, ברחוב, בחדרים ובסלון
ירושלים,1600000,100,דירה,4,0,0,0, אין, אין
נהריה,535000,52,דירה,2.5,0,0,0, אין, אין
אשקלון,850000,80,דירה,4,1,1,0, אין, בחדרים ובסלון
 באר שבע,3000000,233,וילה,6.5,0,1,0, פרטית - לא מקורה, מיזוג מרכזי
ירושלים,2699000,140,דירה,6,1,1,0, חניה משותפת, בסלון
ראשון לציון,1740000,80,דירה,3,0,1,1, פרטית - מקורה, בחדרים ובסלון
אשדוד,3200000,330,דירת גג,6,1,1,1, חניה משותפת, בחדרים ובסלון
אשדוד,2900000,175,דירה,5,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
אשדוד,1690000,120,דירה,4,1,0,1, רחבה ציבורית, מיזוג מרכזי
באר שבע,650000,55,דירה,2,0,1,0, רחבה ציבורית, בחדרים ובסלון
נהריה,1550000,141,דירה,5,0,1,1, פרטית - מקורה, בחדרים ובסלון
רמת גן,1880000,75,דירה,4,0,0,1, חניה משותפת, בחדרים ובסלון
נשר,1550000,116,דירה,4,0,1,1, פרטית - מקורה, בחדרים ובסלון
ראשון לציון,1749000,110,דירה,5,1,0,1, אין, בחדרים ובסלון
בני ברק,1480000,70,דירה,3,1,0,0, אין, בחדרים ובסלון
נתניה,1460000,74,דירה,3,0,1,1, חניה משותפת, בסלון
פרדס חנה - כרכור,1130000,83,דירה,4,1,1,0, חניה משותפת, בחדרים ובסלון
ראשון לציון,1890000,100,דירה,4,1,0,1, פרטית - לא מקורה, בחדרים ובסלון
ראשון לציון,1890000,100,דירה,4,1,0,1, פרטית - לא מקורה, בחדרים ובסלון
בנימינה,0,0,בית פרטי,4.5,0,0,0, אין, אין
אזור,2550000,129,דירה,5,1,1,1, פרטית - מקורה, מיזוג מרכזי
אשקלון,850000,102,דירה,5,1,0,0, ברחוב, בחדרים ובסלון
טבריה,1100000,102,דירה,5,1,0,1, חניה משותפת, בחדרים ובסלון
טירת כרמל,1620000,121,דירה,5,1,0,1, פרטית - לא מקורה, מיני מרכזי
נהריה,1480000,120,דירה,5,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
ריחן,1860000,300,וילה,6,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
רעננה,2500000,127,דירה,5,0,0,1, חניה משותפת, בחדרים ובסלון
ירושלים,3200000,190,דירת גן,5,1,1,0, פרטית - לא מקורה, מיזוג מרכזי
9,2990000,125,דירה,5,0,0,1, פרטית - מקורה, אין
ראשון,2999990,125,דירה,5.5,0,0,1, פרטית - מקורה, אין
רמת גן,1750000,93,דירה,3,0,0,0, אין, מיזוג מרכזי
1תל אביב יפו,3590000,98,דירה,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
תל אביב יפו,5000000,130,פנטהאוז,4,0,1,1, פרטית - מקורה, בחדרים ובסלון
